1000;Brussel;50.8427501;4.351549900000009;http://maps.google.com/maps?q=50.8427501,4.351549900000009
1000;Bruxelles;50.8427501;4.351549900000009;http://maps.google.com/maps?q=50.8427501,4.351549900000009
1005;Ass. Réun. Com. Communau. Commune;;;
1005;Brusselse Hoofdstedelijke Raad;50.84487679999999;4.351433499999985;http://maps.google.com/maps?q=50.84487679999999,4.351433499999985
1005;Conseil Region Bruxelles-Capitale;50.847857;4.367408000000069;http://maps.google.com/maps?q=50.847857,4.367408000000069
1005;Ver. Verg. Gemeensch. Gemeensch. Comm.;;;
1006;Raad Vlaamse Gemeenschapscommissie;;;
1007;Ass. Commiss. Communau. française;;;
1008;Chambre des Représentants;50.84655679999999;4.364662199999998;http://maps.google.com/maps?q=50.84655679999999,4.364662199999998
1008;Kamer van Volksvertegenwoordigers;50.84655679999999;4.364662199999998;http://maps.google.com/maps?q=50.84655679999999,4.364662199999998
1009;Belgische Senaat;;;
1009;Senat de Belgique;50.79834;4.395649999999932;http://maps.google.com/maps?q=50.79834,4.395649999999932
1010;Cité Administrative de l'Etat;;;
1010;Rijksadministratief Centrum;50.8243276;4.513954300000023;http://maps.google.com/maps?q=50.8243276,4.513954300000023
1011;Vlaamse Raad - Vlaams Parlement;;;
1012;Parlement de la Communauté française;50.8466387;4.361992399999963;http://maps.google.com/maps?q=50.8466387,4.361992399999963
1020;Brussel (Laken);50.884218;4.358000199999992;http://maps.google.com/maps?q=50.884218,4.358000199999992
1020;Bruxelles (Laeken);50.884218;4.358000199999992;http://maps.google.com/maps?q=50.884218,4.358000199999992
1020;Laeken (Bruxelles);50.884218;4.358000199999992;http://maps.google.com/maps?q=50.884218,4.358000199999992
1020;Laken (Brussel);50.884218;4.358000199999992;http://maps.google.com/maps?q=50.884218,4.358000199999992
1030;Brussel (Schaarbeek);50.86743999999999;4.377269999999953;http://maps.google.com/maps?q=50.86743999999999,4.377269999999953
1030;Bruxelles (Schaerbeek);50.86743999999999;4.377269999999953;http://maps.google.com/maps?q=50.86743999999999,4.377269999999953
1030;Schaarbeek;50.86743999999999;4.377269999999953;http://maps.google.com/maps?q=50.86743999999999,4.377269999999953
1030;Schaerbeek;50.86743999999999;4.377269999999953;http://maps.google.com/maps?q=50.86743999999999,4.377269999999953
1031;Christelijke Sociale Organisaties;;;
1031;Organisations Sociales Chrétiennes;;;
1040;Brussel (Etterbeek);50.83217699999999;4.388949000000025;http://maps.google.com/maps?q=50.83217699999999,4.388949000000025
1040;Bruxelles (Etterbeek);50.83217699999999;4.388949000000025;http://maps.google.com/maps?q=50.83217699999999,4.388949000000025
1040;Etterbeek;50.83217699999999;4.388949000000025;http://maps.google.com/maps?q=50.83217699999999,4.388949000000025
1041;International Press Center;;;
1043;VRT;50.8530691;4.404355600000031;http://maps.google.com/maps?q=50.8530691,4.404355600000031
1044;RTBF;50.85079;4.402888999999959;http://maps.google.com/maps?q=50.85079,4.402888999999959
1045;D.I.V.;50.85815729999999;4.359907700000008;http://maps.google.com/maps?q=50.85815729999999,4.359907700000008
1047;Europees Parlement;50.83886649999999;4.374976599999968;http://maps.google.com/maps?q=50.83886649999999,4.374976599999968
1047;Parlement Européen;50.83886649999999;4.374976599999968;http://maps.google.com/maps?q=50.83886649999999,4.374976599999968
1048;E.U.-Raad;50.847857;4.367408000000069;http://maps.google.com/maps?q=50.847857,4.367408000000069
1048;U.E.-Conseil;50.847857;4.367408000000069;http://maps.google.com/maps?q=50.847857,4.367408000000069
1049;E.U.-Commissie;50.83862;4.3502300000000105;http://maps.google.com/maps?q=50.83862,4.3502300000000105
1049;U.E.-Commission;50.8393846;4.364352300000064;http://maps.google.com/maps?q=50.8393846,4.364352300000064
1050;Brussel (Elsene);50.8333333;4.366666699999996;http://maps.google.com/maps?q=50.8333333,4.366666699999996
1050;Bruxelles (Ixelles);50.8333333;4.366666699999996;http://maps.google.com/maps?q=50.8333333,4.366666699999996
1050;Elsene;50.8333333;4.366666699999996;http://maps.google.com/maps?q=50.8333333,4.366666699999996
1050;Ixelles;50.8333333;4.366666699999996;http://maps.google.com/maps?q=50.8333333,4.366666699999996
1060;Brussel (Sint-Gillis);50.8301436;4.340218400000026;http://maps.google.com/maps?q=50.8301436,4.340218400000026
1060;Bruxelles (Saint-Gilles);50.8301436;4.340218400000026;http://maps.google.com/maps?q=50.8301436,4.340218400000026
1060;Saint-Gilles;50.8301436;4.340218400000026;http://maps.google.com/maps?q=50.8301436,4.340218400000026
1060;Sint-Gillis;50.8301436;4.340218400000026;http://maps.google.com/maps?q=50.8301436,4.340218400000026
1070;Anderlecht;50.8365808;4.308186999999975;http://maps.google.com/maps?q=50.8365808,4.308186999999975
1070;Brussel (Anderlecht);50.8365808;4.308186999999975;http://maps.google.com/maps?q=50.8365808,4.308186999999975
1070;Bruxelles (Anderlecht);50.8365808;4.308186999999975;http://maps.google.com/maps?q=50.8365808,4.308186999999975
1080;Brussel (Sint-Jans-Molenbeek);50.84999999999999;4.316666700000042;http://maps.google.com/maps?q=50.84999999999999,4.316666700000042
1080;Bruxelles (Molenbeek-Saint-Jean);50.84999999999999;4.316666700000042;http://maps.google.com/maps?q=50.84999999999999,4.316666700000042
1080;Molenbeek-Saint-Jean;50.84999999999999;4.316666700000042;http://maps.google.com/maps?q=50.84999999999999,4.316666700000042
1080;Sint-Jans-Molenbeek;50.84999999999999;4.316666700000042;http://maps.google.com/maps?q=50.84999999999999,4.316666700000042
1081;Brussel (Koekelberg);50.859029;4.3303339999999935;http://maps.google.com/maps?q=50.859029,4.3303339999999935
1081;Bruxelles (Koekelberg);50.859029;4.3303339999999935;http://maps.google.com/maps?q=50.859029,4.3303339999999935
